"Grup","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40"
"Malalt",1.23495906740174,1.72425752033184,-0.0256047907518052,-0.00895846187592228,-0.555024039080246,-0.0360111534981961,-0.569380488697796,-0.265035148350093,-0.275940519983894,-0.293193051121085,1.143543549289,-0.595043524590434,-2.23321479512955,0.37685720386808,-1.62034474425591,-0.573636836229638,-0.669829632586057,-0.261159322428595,-0.223279975164583,-0.511955386683976,-0.710703663885572,-0.754539719724743,-0.891204651303589,-0.506729269836361,-0.293183055911493,-0.730004588343685,-0.473662143309825,-0.332745903193916,-0.412669502406493,-0.295137301501166,-0.254163677463565,-0.331858046494614,-1.0350634515225,-0.707175546133944,-0.0658424711544706,-0.974334441389623,-0.104840257100777,-0.591425292868932,-0.374251744330541,-0.185472755057435
"Control",-0.53927991596674,-0.587493411964179,-0.239870048010611,-0.672565030203786,-0.280908879633517,-0.516159866807474,-0.655463376708774,-0.294929076700593,-0.101455151563016,-0.34252663698657,0.399661601534367,-0.677883100421834,-0.706877696271769,-0.404275815909512,-0.97608211051589,-0.0743258074331204,-0.766884735502267,-0.836022867891396,-1.22580715219466,-0.0147067791834596,-0.72606760701201,-1.07834485933118,-0.918969987125416,-0.0485522160454895,-0.0134101666829472,0.086364096704917,-0.0694475590025984,-0.840918357085141,-0.835780813173535,-0.971024188220319,-0.493244885326099,-1.12703117421427,-1.90690283754209,-1.57653982237486,-0.660843145047062,0.547973701985691,-0.536292566913539,-0.966292158404622,-0.758462193522358,0.0727972666002906
"Control",-0.249125751515202,0.000901578041201182,0.13524419789066,1.08699784036252,-0.260604053007834,2.36473241304819,0.105851242792575,-0.145459434948091,0.334758269489178,-0.219192672322857,-0.810432073845291,-0.429364372927635,0.514191982814455,-0.6384800146758,0.312443156964144,-0.53943745069563,-0.535801157130339,0.047548241898309,1.55332065257156,-0.142226564255999,-0.409570378607398,-0.766271790000338,-0.328493845314572,-0.304066722391934,-0.118325000143652,0.162715124802988,-0.377272511667332,-0.189017403850258,0.309434780989276,-0.0827052076873161,-0.361254430478488,1.49570372183585,-0.337591942706834,0.501240797840935,1.7169639760809,2.4508588812048,0.601172613501928,-0.966292158404622,-0.270335416237941,-0.982526171178165
"Malalt",-0.30715658440551,-0.358828060398107,-0.990098539813153,0.393227337110661,-0.656548172208663,1.33241267943325,1.2224867191903,-0.524115860721098,-0.159616941036642,-0.33900280942475,-0.268803743222102,-0.843562252084634,0.666825692700234,-1.06704666404754,0.95670579070416,-0.789092965093889,-0.66058628945118,-0.319980628604397,1.15293783324083,-0.622193229631694,-0.523263557743036,-0.0670404015748329,-0.306281576657111,-0.668707215823839,-0.62541336187039,-0.606668312185263,-0.673548476209003,-0.503522291212431,-0.178934625087602,0.193064482725012,-1.07497243256766,0.737282293296519,0.359879566108837,1.06632757739753,0.423770629502533,0.221764814119541,1.26796254684894,0.283264060047629,-0.59284383015449,-0.882431091014167
"Malalt",-0.198080111472802,0.494484105202113,0.349509455149465,-0.732892900051774,-0.35197577282341,-0.780241659127576,1.94289670396303,-0.743338001958103,0.451081848436429,-0.455289118964823,1.04070272701877,-0.305105009180535,0.208924563042902,-0.407939507653335,-0.331819476775873,-0.691054726563066,-0.295474235623534,-0.431365655192617,-1.30666878041243,-0.452777827286863,-0.326605085724636,-0.0975437842913816,-0.493234837857409,-0.524219846163647,-0.537984333986469,-0.359995759868419,-0.544288647600868,-0.535546523041751,-0.275328935806707,-0.0600408839528508,-0.882715885231197,-1.32081286080141,-1.20943132872642,-0.972331650387425,-1.23169250007316,0.711078145918766,0.836510237036173,0.283264060047629,-0.534435497829859,0.449698494378311
"Malalt",1.09418056539006,0.907197178760389,1.5822849128794,1.12721642026118,0.683570385086453,-0.468144995476546,1.19745552480413,0.990509842370932,0.218434690541926,-0.162811431333731,2.3742053891227,0.316191809554964,-0.859511406157547,0.672915561589669,-0.331819476775873,1.05425391518915,-0.0459039709818521,1.15680961155403,-0.637008888473001,1.03268365262384,0.275661484831712,0.345928472126137,-0.124881382621178,1.11381064987874,0.930823334463393,0.717728367515887,1.16895932127053,1.27795001287237,0.837044348951807,0.551528327303631,1.69275061937462,-0.331858046494614,-0.163224065502916,-1.05492125663031,0.0988256120261358,-0.919966293411945,-0.771630190447769,-0.966292158404622,1.36998354822851,1.12194199572665
"Control",0.47088643434602,0.449866475628245,-0.293286316626952,-0.0893956216732392,-0.159079919879416,0.180055767490979,0.412330744789108,-0.444398718453096,0.0148684273842354,0.379858013186608,-0.351076401038282,0.481870961217764,-0.55424398638599,0.68790427685509,0.312443156964144,-0.093705459235725,-0.0851881793050798,-0.385059520543582,-0.337899370502399,-0.0895951950576816,-0.0592724753246248,0.306039433189111,0.493360095011493,-0.132583028400496,-0.223239833604356,0.189144326836935,-0.177830370619041,-0.522490940412979,0.391753816249395,-0.130974091748825,-0.966669747162649,-0.41705516732172,0.359879566108837,0.492547155078526,-0.80135990936118,1.09165518176256,1.38563135861604,1.15795341296421,-0.495405117864809,-0.223780748700446
"Malalt",0.334406512548445,1.01037544714996,0.349509455149465,-0.541854645533147,0.988142784471706,-0.468144995476546,1.09000454402447,-1.20171156999911,0.0439493221210483,-0.451765291403002,-0.138538701679816,0.0676730820607644,-0.401610276500212,0.206495278806429,0.312443156964144,2.30937136428724,2.38047360192339,-1.12095160631744,-0.392068810764791,1.21650067340602,2.5618162220456,0.658001541456983,3.46610205033505,1.42712010408926,1.33299686272943,1.53703363056826,1.40082746743358,-0.785827311104537,-1.00980240066643,-0.833323107801191,-0.468565534837064,0.994544187558761,0.18551168890492,0.440385298504071,1.08244296222496,0.27613296209722,-0.614738441424949,-0.591425292868932,-0.563529873893819,-0.966461528682709
"Malalt",-1.23672455570395,0.748246873403485,-0.614984293911882,-0.763056834975768,-0.392585426074777,-0.948293708785824,-0.115766405065476,-0.464328004020097,0.189353795805113,0.637097425199495,-0.97840541688666,-0.843562252084634,-0.0963428567286551,-0.801979321874585,-0.331819476775873,-0.521197778410826,-1.01414416436023,-0.870648175782117,-1.16849745452575,-0.168411325051181,-1.1470396486764,-1.16985500748083,-1.07630689011577,-0.24322993516659,-0.0308959722597313,-0.310073933804296,-0.236463694936134,-0.984471220788054,-0.581146284415547,-0.971269207936367,-0.829060333051909,-1.55134624656888,-1.38379920593034,-0.715869188896354,-1.66202509078515,0.00429222220878749,0.0912744291777556,1.03299779111899,-0.9072277767928,0.31253116230172
"Malalt",1.24033229266936,0.985278030514657,-0.802541416862517,-0.561963935482476,-0.555024039080246,-0.756234223462112,1.14800365296804,-0.274999791133593,-0.683073046299275,0.0909041531173362,0.104851244359719,-0.843562252084634,-0.0963428567286551,-0.801979321874585,-0.331819476775873,-0.87687138796451,-0.119850716060869,-0.108474229802045,-1.16692732582249,-0.715149130454592,-0.314313931223487,0.345928472126137,-0.926374076677903,-0.762243776182805,-0.660384973023958,-0.709448542317281,-0.766828764895286,-0.0550659551747834,-0.224572639454612,0.147980854972131,-0.178803517934545,-1.47116072108454,-0.860695574318586,-0.763684224089604,-1.53468177312548,0.330501110074937,0.130497366433468,0.908042169273765,-0.113390470640084,1.00454653133677
"Control",-0.0191517100610209,-0.291901616037305,1.26058693559447,2.37399239711959,1.0592096776616,-0.324100381483763,0.347005432610564,1.66810555164895,0.102111111594674,-0.0606204320409401,1.4177857420096,2.80137908449696,2.3457965014438,1.3120714302188,0.312443156964144,1.84425972102473,1.22736654584747,2.76042025651703,-0.618167344033907,1.15077692381011,0.945529405144385,2.10808542752062,0.609974505463164,1.36856469638487,1.10568139023123,0.999639855877994,1.41948352517083,2.9419806185118,2.26163283480052,2.22819824422194,2.94842275117614,-0.340210705399232,1.23171895212843,-0.324655264587939,-0.298573362049727,-0.811229997456548,-0.379400817890719,0.0333528163571828,2.96731968918914,2.32802592461631
"Control",-1.46884788726518,-0.520566967603377,0.51035844379193,-0.491581420659824,-0.900206091716866,-0.444137559811082,0.961795987412375,-0.265035148350093,0.1602729010683,-0.462336774088463,1.01327850774671,0.564710537049164,2.49843021132957,-0.51231559292846,0.312443156964144,-1.03304858190315,-1.40005374024135,-0.702944877323448,-0.903930768026818,-0.974116414718947,-1.71857833297987,-1.07130561716583,-1.60569929311859,-0.993043337718954,-1.04507269571321,-0.941438204615266,-0.990701457742365,-0.783368412134096,-0.472382792232487,-0.892617879084872,-0.549434477957387,-1.45612593505623,-1.38379920593034,-0.772377866852013,-1.50394373093177,-0.43065296161272,-0.104840257100777,0.783086547428542,-0.830045337649538,0.296466519806263
"Malalt",0.497752560684125,-0.487103745422977,-0.186153687997549,0.353008757212003,0.115035239567313,-1.06833088711314,-0.0858510751893208,0.522171631546423,0.0439493221210483,-0.363669602357493,0.300248806673148,-0.0980060696020353,-0.0963428567286551,-0.0878970423138216,-0.331819476775873,0.105790956379322,0.229085487280742,1.18768036798672,-0.545156359332422,0.402154612675846,-0.0254718004464621,0.209836456929227,-0.206326367698535,0.338521842675761,0.301334333699166,0.385895053089656,0.329436723093983,1.15676142075776,1.00253546646956,0.752199474747164,1.2414710675751,-0.465500588968506,0.0111438117010019,-0.611545475747443,-0.302964510934544,0.167396666141862,-0.222509068867899,-0.216558427333263,1.14881139509323,1.0749838099707
"Malalt",0.724502666977734,0.0650394205536361,-0.56126793389882,0.946232810717214,0.83585658477908,-0.444137559811082,-0.823355534176994,0.711499844432926,0.480162743173242,-0.448241463841182,-0.388784702537365,3.37297215773362,0.514191982814455,2.87951154163868,0.312443156964144,1.2788298801958,0.344627276466706,1.37373925135132,-0.722580902800547,1.24556575788868,0.499975054477699,0.482020487323047,0.1027943711178,1.35411595941885,1.01825236234731,0.867493845708256,1.42481382738148,1.513828678394,1.14968607354076,0.603227487389816,2.00939550020269,-0.318493792247225,-0.337591942706834,-1.06361489939272,0.122976930892625,-1.08307073734502,-0.810853127703482,-0.966292158404622,1.62546510709959,1.30112454663751
"Control",-0.978809742858142,1.4509745391919,1.20717066697813,0.393227337110661,0.0845779996287872,-0.876271401789432,0.542981369146196,0.960615914020431,0.422000953699616,-0.321383671615648,1.72630820882028,-0.512203948759035,0.208924563042902,-0.601428245519802,1.60096842444418,0.557222845428229,0.314586411278356,0.888150596112783,-1.13081436564756,0.0981495398437769,0.149677151194925,0.622805330630196,-0.347004069195789,0.241943442955528,0.126476277931326,-0.0428453354610487,0.285905921707051,0.944125205028158,0.694585500366936,0.715078987765851,0.954132915452759,-1.05519830763455,-0.163224065502916,-1.01145304281827,-0.873813865960646,-1.08307073734502,-0.183286131612187,-0.0916028054880401,0.954867186349878,1.51614360773054
"Malalt",-0.812239759561889,0.382940031267443,-0.347002676640014,-0.491581420659824,-0.615938518957296,0.948293708785824,2.46610971832763,-1.50065085350412,-0.130536046299829,-0.395384050413876,-0.330508236584237,-0.926401827916034,-0.0963428567286551,-0.881321797381336,0.312443156964144,-0.859771695197506,-1.09271258100669,-0.979530168064984,1.05715998234211,-0.625073553319164,-0.88585261552696,-0.526937556378185,-0.102669113963716,-0.703308138558253,-0.537984333986469,-0.559683064124912,-0.723297963508354,-1.11578813485234,-0.632329104266399,-0.578135073536918,-1.41651701522842,0.69217793521158,0.18551168890492,1.14457036225922,0.329360928478985,1.20039147771795,1.11107079782611,0.408219681892851,-1.17050443264706,-1.22349580861001
"Malalt",-1.66120935184602,-0.411811495517075,-1.23107193138013,-1.69813881761958,-0.798681958588449,-0.660204480800257,-0.229322555207618,-1.75973156587512,0.0439493221210483,-0.409479360661158,-0.543045935942704,-0.429364372927635,0.743142547643124,-0.721748210642158,-0.97608211051589,-0.884851244589112,-1.09733425257412,-1.57692102227597,-1.05858844529771,-0.623764315279405,-1.27302398231318,-1.88551129429217,-0.904161808020442,-0.698365149596194,-0.62541336187039,-0.577302532147544,-0.712637359087064,-1.69521011367278,-1.32884197773674,-1.64164315104443,-1.37057376007696,-1.15877127805182,-1.73253496033817,-1.05492125663031,-0.970419141426602,0.711078145918766,-0.222509068867899,-0.0916028054880401,-1.65226338422691,-0.702012798372885
"Malalt",-0.819762274936559,-0.222186569828137,-0.829249551170688,0.513883076806637,-0.697157825460031,0.660204480800257,1.4129680032997,-0.0557776498965885,0.0439493221210483,-0.451765291403002,-0.162534893542868,-0.139425857517735,2.65106392121535,-1.11025403826488,-2.26460737799592,-0.776553190398086,-0.503449456158269,0.544400551510933,0.827136127314851,-0.710174025903507,-0.61544721650166,-0.193746760551267,-0.528404263231723,-0.744753199855519,-0.782785612061447,-0.583175688155088,-0.762386846386415,0.233210676502681,0.890786309795201,0.571129904587492,-0.304844486503549,0.49505518506259,0.359879566108837,0.518628083365753,0.382054715096779,0.711078145918766,1.15029373508181,0.0333528163571828,0.0948813459385344,-0.336233246168642
"Malalt",-0.162079502179741,-0.442486115849109,0.403225815162528,1.26798144990648,-0.260604053007834,0.732226787796649,-0.874028439885585,0.631782702164925,0.0730302168578612,-0.458812946526643,0.660191684618939,-0.677883100421834,-1.1647788259291,-0.211925200025975,-0.97608211051589,-0.427719457951204,-0.313960921893288,1.13428230280585,0.427538372335753,-0.449897503599393,-0.452589419361423,0.463249174882094,-0.754228994582578,-0.457679610135927,-0.572955945140038,-0.327693401826928,-0.470552800353615,0.804085054140161,1.64658594959278,1.12450693328251,0.0766938650300722,0.0757517080507554,0.359879566108837,0.149148265963362,0.0175893576570364,0.221764814119541,1.30718548410463,0.0333528163571828,0.685442284987765,0.30882393711046
"Malalt",0.271002454390516,-0.105065292196735,-1.20436379707196,-0.682619675178452,-0.961120571593917,0.492152431142009,-1.15120312894221,-1.11202978494761,0.0439493221210483,-0.469384429212104,-0.844712347935367,-0.512203948759035,-0.55424398638599,-0.300939426308758,0.95670579070416,-1.2656044035344,-1.30068780154142,-0.71212266977641,0.544512960728455,-0.880636818680146,-1.06714714441892,-1.24259384318953,-1.12813551698318,-0.958822644904698,-1.02758689013642,-0.953184516630354,-0.949835807460755,-0.768907744379357,-0.824264678707093,-0.833568127517239,-0.484430831580016,0.186006805591717,-1.0350634515225,-0.0681928030968679,0.292036162958047,-0.865598145434266,-0.457846692402129,-0.466469671023709,-0.86556243446724,-0.81940826276276
"Malalt",1.38487205236836,-0.213820764283037,-0.0523129250599757,-0.431253550811836,0.754637278276345,-0.564174738138402,0.496582081991342,-0.852949072576605,1.52707495369851,-0.451765291403002,-0.255091633586072,-0.843562252084634,0.514191982814455,-1.01626747972322,-0.331819476775873,0.784078769470482,0.776753568022211,0.0104198997022354,0.127643790013523,1.1052154400265,0.896364787139785,-0.0482690891338797,0.463743736801544,1.02901937768341,1.08819558465445,1.08773719599115,1.00993863865296,0.191760665286668,-0.338027890124,-0.227266840155795,0.652582101664852,0.598628155479857,0.0111438117010019,-0.472447191548896,1.02535802672235,0.330501110074937,-0.967744876726302,-1.21620340209507,0.308697562484059,-0.25343855023052
"Malalt",-0.53175740059207,0.0845596334922033,-0.88296591118375,-0.029067751825252,-0.0880130266895232,-0.204063203156443,-0.529086370905423,-0.155424077731591,-0.188697835773455,-0.212145017199216,-0.0905463179537102,-0.677883100421834,-0.55424398638599,-0.46582112164758,0.95670579070416,-0.0731858279153202,1.34290833503343,0.444696351681027,-0.12122160945283,-0.176266753289736,1.26817221079957,0.728393963110558,1.1486220204066,-0.139427166963347,-0.223239833604356,-0.207293703672278,-0.125859924065255,0.377524627982159,0.527814812352911,0.736273193204026,-0.0880187643498769,0.413199127797332,0.359879566108837,-0.0290714106660265,0.55330952160461,-0.485021109590437,0.71884142526905,-0.466469671023709,0.320225522811289,-0.145929019684003
"Malalt",0.81799678663434,0.519581521837413,0.13524419789066,1.05683390543853,0.714027625024978,-0.660204480800257,1.32749563222497,1.09015627020593,-0.159616941036642,-0.346050464548391,0.283108669628111,0.978908416206163,-0.248976566614434,1.02099339536854,-0.97608211051589,1.06565371036715,0.809105268994281,1.20895615958223,-1.17085264758063,0.738105093678038,0.595231501861611,1.15309490708712,0.559996900983876,0.850691545129126,0.668536250811632,0.641377339417816,0.879790426343053,1.4104378312083,0.887800645303902,0.906684405715598,1.60956798714595,-0.804618540496006,0.359879566108837,-0.750643759945991,-0.684994463913551,-0.593757405545795,-0.536292566913539,0.0333528163571828,1.47170407435402,1.67431854922427
"Malalt",0.520320106808134,1.23067499317093,-0.347002676640014,2.3136645272716,0.307931092511307,1.35642011509871,0.663253205587067,0.990509842370932,-0.712153941036088,-0.444717636279361,0.828165027660308,-0.512203948759035,-1.01214511604333,-0.106431251631298,-1.62034474425591,0.505923767127216,1.59478943545884,1.69871653866302,0.796518617601324,0.171205022462336,1.40644769893751,2.33334117681205,1.29485278906822,0.280346664891526,-0.0833533889900836,0.16565170280676,0.304117787593421,1.57992622452801,2.26888373427939,1.97889068314283,0.607520251887996,0.770692928914993,2.45229409255585,1.56186521485486,0.193235313049683,-0.811229997456548,1.34640842136035,0.908042169273765,1.49651663658215,0.387911407857324
"Malalt",-0.559160849456938,4.80845116462544,0.939189049706263,1.77071369863971,-0.412890252700461,2.2927101060518,3.45087353649577,0.711499844432926,-1.00296288840422,-0.441193808717541,1.84286114072654,-1.09208097957883,0.361558272928677,-1.19297904117186,0.95670579070416,-0.888271183142513,-0.228459997895675,0.596964271923352,1.37668117345506,-0.778254403970982,-0.495608460115448,0.672080025787699,-0.519149151291114,-0.826122402769416,-0.957643667829288,-0.591985422166403,-0.851225216563828,0.364761771421296,1.02258207091115,0.900313893098343,-0.387366064701263,0.698860062335276,1.05735107492451,1.45319468032474,0.171279568625602,1.03728703378488,1.42485429587176,0.783086547428542,0.199840679965503,-0.373305498081235
"Control",-0.521010950056828,0.268607355484407,0.885472689693201,0.28262624238935,0.368845572388357,-0.588182173803866,-0.78672451800211,1.16987341247394,1.43983226948807,-0.33547898186293,-0.861852484980404,-0.263685221264835,-1.1647788259291,-0.46582112164758,0.312443156964144,0.299587474405368,-0.0690123288190448,0.655368405714928,-0.26017799969114,0.509250284328142,-0.0316173776970374,-0.0365370188582838,-0.66167787517649,0.467419785609459,0.511164000620575,0.450499769172639,0.46447104576365,0.68231100988973,0.597764666149074,0.183753733515177,0.964379252932581,-0.268377838819515,-0.51195981991075,-0.741950117183581,0.028567229869077,0.0586603701864663,-0.457846692402129,-0.716380914714177,0.716073722428689,0.580687117802803
"Control",-0.982033678018715,0.36899702202561,-0.347002676640014,-1.13507869903836,-0.839291611839816,-0.324100381483763,-1.32825304045415,-0.733373359174602,0.85821437475181,-0.458812946526643,-0.663026895257968,0.0676730820607644,-0.0963428567286551,0.407580848730739,-1.62034474425591,-0.798212801236292,-1.35152618878324,-1.47971985675141,-0.794806823150404,-0.671158732318686,-1.44817293395457,-1.73064796665431,-1.32064184534784,-0.712053426721896,-0.572955945140038,-0.668336450264474,-0.716190893894161,-1.54369510092273,-1.38940831456025,-1.53677471257577,-1.16410455107494,-1.03682245804439,-1.90690283754209,-1.05492125663031,-0.805751058245996,0.384869258052616,-0.497069629657827,-0.341514049178486,-1.51612366226724,-0.658761837808194
